1003803	NoticePaper_Skill_CrowWing_Dash	18010020	item_paper
1002673	Collection_Lamp_Candle_0001_index01	1009322	gimmick_lamp_stand_candle_0001_index01
1002674	Collection_Lamp_Candle_0001_index02	1009323	gimmick_lamp_stand_candle_0001_index02
1002679	Collection_Lamp_Candle_0003_index01	1009425	gimmick_lamp_stand_candle_0003_index01
1002677	Collection_Lamp_Candle_0002_index02	1009423	gimmick_lamp_stand_candle_0002_index02
1002676	Collection_Lamp_Candle_0002_index01	1009422	gimmick_lamp_stand_candle_0002_index01
1002680	Collection_Lamp_Candle_0003_index02	1009426	gimmick_lamp_stand_candle_0003_index02
1002682	Collection_Lamp_Candle_0004_index01	1009450	gimmick_lamp_stand_candle_0004_index01
1002683	Collection_Lamp_Candle_0004_index02	1009451	gimmick_lamp_stand_candle_0004_index02
1001488	Item_Mole	18010001	item_basic_onehand
1002084	Item_Longhorn_Beetle	1002724	Collection_Prop_Bottle_0021
1001134	scorpion	1001591	gimmick_magnetmountain_operator_01
1001705	Oleander	1000647	tent_shops_canopy_09
1000707	Quest_HernandCastle_Underground_Key	18050001	item_basic_metal
1002271	Quest_Witch_Token_I	1009091	puzzle_door_witch_0001_parts01
1000466	Friendly_Legendary_Hunter	18010020	item_paper
1002728	TreasureBuried_FirstPiece	18010020	item_paper
1002730	TreasureBuried_ThirdPiece	18010020	item_paper
1002965	Legend_Golden_Coelacanth_Report	18010001	item_basic_onehand
1000507	Recipe_Vegetable_Fruit_Porridge	18010020	item_paper
1001525	Recipe_Deactived_Abyss_Artifact	18010020	item_paper
1004681	Recipe_Item_drinkingfountain_01	18010020	item_paper
1004827	DropItem_Quest_Paper_Cult_Order	18010001	item_basic_onehand
1005088	Trade_SulfurCrystal_PackedInVehicle	18010001	item_basic_onehand
1005099	Trade_ScorpionAmber_PackedInVehicle	18010001	item_basic_onehand
1005089	Trade_LightningWood_PackedInVehicle	18010001	item_basic_onehand
1000478	Kliff_Earring	18020012	item_basic_earring
1000735	Bleed_Bandits_Fabric_Cloak_II	18020001	item_basic_fabric_armor
114576	Amundule_Fabric_Armor	18020001	item_basic_fabric_armor
114580	Dollette_Fabric_Armor	18020001	item_basic_fabric_armor
114532	Barbaroy_Fabric_Armor	18020001	item_basic_fabric_armor
114608	Zinianne_Fabric_Armor	18020001	item_basic_fabric_armor
114610	Rubaunon_Fabric_Armor	18020001	item_basic_fabric_armor
114534	Warstein_Fabric_Armor	18020001	item_basic_fabric_armor
2133115	Light_Arrowhead_Fabric_Helm_V	18020014	item_basic_equip
1002108	Reeddevil_Troll_Leather_Armor	18020004	item_basic_leather_armor
1001179	Hymns_of_Dusk_Leather_Boots_I	18020005	item_basic_leather_boots
113730	Schlitz_Leather_Armor	18020004	item_basic_leather_armor
113736	Duebell_Leather_Armor	18020004	item_basic_leather_armor
113719	Kordaav_Leather_Armor	18020004	item_basic_leather_armor
113723	Stugrup_Leather_Armor	18020004	item_basic_leather_armor
113735	Laspine_Leather_Armor	18020004	item_basic_leather_armor
113737	Carious_Leather_Armor	18020004	item_basic_leather_armor
113760	Luverne_Leather_Armor	18020004	item_basic_leather_armor
113761	Galanta_Leather_Armor	18020004	item_basic_leather_armor
207071708	Bandit_Leather_Gloves_III	18020006	item_basic_leather_gloves
1000097	BountyHunter_Leather_Gloves_I	18020006	item_basic_leather_gloves
1002279	Vennebis_PlateArmor_Armor_III	18020007	item_basic_steel_armor
2101040	Belui_PlateArmor_Helm	18020014	item_basic_equip
101136	Latenta_PlateArmor_Helm	18020014	item_basic_equip
1000364	Gladiator_PlateArmor_Gloves_I	18020009	item_basic_steel_gloves
1003771	Vorren_Leather_Helm	18020014	item_basic_equip
1000681	Ashad_PlateArmor_Cloak	18020007	item_basic_steel_armor
1000682	Solas_PlateArmor_Cloak	18020007	item_basic_steel_armor
950021	Leather_Merchant_BackPack_III	18020014	item_basic_equip
620913	Dev_Growth_Ring_III	18020011	item_basic_ring
620917	Dev_Growth_Ring_VII	18020011	item_basic_ring
1001429	WarRobot_Foot_01	18020014	item_basic_equip
1000594	HorseShoe_HorseArmor_Shoe_III	18020014	item_basic_equip
1000757	PetArmor_Musket_Armor_Cat	18020014	item_basic_equip
1001437	PetArmor_Rescue_Armor_Dog	18020014	item_basic_equip
1000858	FireFly_Lantern	1000882	Gimmick_Item_Common_Cloth_0002_index01
200052	Knight_King_OneHandSword	1010239	gimmick_equip_onehandsword
1000260	Soulknight_Sprit_OneHandSword	1010239	gimmick_equip_onehandsword
270011	Alida_Restraint_OneHandPistol	1008474	item_basic_equip_offset
15202	Cheonja_Chongtong_TwoHandCannon_I	1008474	item_basic_equip_offset
380504	Royal_Hunting_Ground_Flag_III	18020015	item_spear_equip
241002	Invisible_TwoHandGiantBastard	1008474	item_basic_equip_offset
